register_capital,sport_event_id,sport_event_name,team_id,team_name,uuid
727.8443427475617,SP965133866,2011 avenger league,TA131456888,Songkhla Nok_Air fc,d4abb0e5-9a23-4b20-88b2-48b87d826bf2
1931.844613329992,SP965133866,2011 avenger league,TA413735321,Panama_City Express_Air fc,d155176b-c2dc-4013-9209-02f4a8dc5419
657.811537967786,SP965133866,2011 avenger league,TA590392989,Manado Sterling_Airlines fc,a282a3af-371c-4f0d-9477-c26dfcff19f0
2210.7680810605925,SP965133866,2011 avenger league,TA201425726,Beiliu Sharp_Airlines athletics,774b27c3-1b22-4f0d-8b6e-4b271adaaad9
976.384033320454,SP965133866,2011 avenger league,TA924651032,Kota Adam_Air athletics,00fabe6c-ce65-486b-9cc7-3ed924d8ba05
1388.8888902803797,SP965133866,2011 avenger league,TA186931697,San_Miguel_de_Tucumán Cougar_Helicopters fc,c9b4b923-d603-4a8d-bc99-099593d5c706
721.9237831247044,SP965133866,2011 avenger league,TA934941458,Belgorod TAB_–_Transportes_Aéreos_Bolivianos,c466a319-5d4d-4c22-8e11-878045ee7b82
1559.84343702113,SP965133866,2011 avenger league,TA374560312,Khost Swiftair,3b05328d-8467-4eb6-8fd0-1b5745d75262
391.29510518060425,SP965133866,2011 avenger league,TA315543346,Orissa Civair athletics,d0869233-3dae-446c-b0d4-4df18848d8fb
1753.5542237721302,SP965133866,2011 avenger league,TA968925124,Thanjavur Hemus_Air athletics,510d098c-a82e-484f-bdd0-bb83b933446a
330.822682343758,SP965133866,2011 avenger league,TA564264221,Phan_Thiết Dagestan_Airlines athletics,da0b441d-5c5f-438b-80c8-b10ee0614dcc
957.3958155491275,SP965133866,2011 avenger league,TA476673413,Lima Mount_Cook_Airline,9f3bed91-3ae6-4738-b8cb-a986be07d251
2426.834601073583,SP965133866,2011 avenger league,TA629718188,Beiliu Technology Always fc,bc3662dd-bb39-4147-8fb3-842417f4dff4
2460.6935063746696,SP965133866,2011 avenger league,TA321680893,České_Budějovice SATENA,36e76393-403c-4d6d-9827-06d43bf2fcf8
1525.4250612306464,SP965133866,2011 avenger league,TA907457214,Ambon EastIndo athletics,d68b910b-a487-4d94-85d1-c4558d09dc4b
791.569256334802,SP965133866,2011 avenger league,TA152432320,Louga Bmibaby fc,480ef106-f452-4946-b32f-bf7b2a05278e
1014.7426936400517,SP965133866,2011 avenger league,TA406397679,Pyin_U_Lwin Centre-Avia athletics,2d7bcecc-185d-4f32-90d3-4129a630ce02
2308.928907879068,SP965133866,2011 avenger league,TA948032256,Arlit Mint_Airways fc,cbadf7f7-1230-419a-abf4-416e0daf702e
2296.8601006239505,SP965133866,2011 avenger league,TA769697970,Jorhat Peninsula Media,c5b275bf-4931-4c8c-b270-a7abe8ed16d7
2205.0582792874025,SP965133866,2011 avenger league,TA299032350,Unguja Industry Booth fc,2c1c7620-73a3-41f1-99ae-2a3166752b9b
548.4742724491139,SP965133866,2011 avenger league,TA314596575,Rewari Meteor Industry athletics,d218602d-2679-4808-aa88-7a7e37934f39
1096.2514439583183,SP965133866,2011 avenger league,TA278851388,Lubumbashi Great_Wall_Airlines fc,84b56b8d-7200-4e82-8393-1b60fa558034
2309.9399256502975,SP965133866,2011 avenger league,TA434991744,Livingstone KLM,68f1b6f5-6bdb-4bc5-8ce1-b2e4a39c2905
2308.955363045924,SP965133866,2011 avenger league,TA104061699,Diamantina Grand_China_Air athletics,d57fd702-9fc2-425a-aec1-1f0c6fe9e9d6
882.4638731103252,SP965133866,2011 avenger league,TA608328197,Baiyin Air_Class_Líneas_Aéreas,36470f78-4969-4c1b-a9bd-56e8ca9cabd5
814.4088500653722,SP965133866,2011 avenger league,TA419272167,Debre_Marqos Proton Run,49e4d2d1-54ae-4a94-9649-89b22300b2a3
851.5100177152179,SP965133866,2011 avenger league,TA312850426,Alexandria JetLite fc,c0657781-92d9-472f-ab1f-061b18f69c5c
1610.2846645503428,SP965133866,2011 avenger league,TA436037898,Tallahassee Yamal_Airlines athletics,0bcb5218-f13a-4e19-8aeb-b799549d140d
1868.589922462774,SP965133866,2011 avenger league,TA485581258,Anqiu CAL_Cargo_Air_Lines,334c6d77-f08a-4757-9b47-6473f340fc23
1558.8918737435401,SP965133866,2011 avenger league,TA618685565,Constanța Air_East athletics,ce84b125-2307-4028-b9fe-440f10dbfd65
2364.2071933564416,SP965133866,2011 avenger league,TA715898558,Legazpi Transaero_Airlines,cdf07211-a6c2-4ba0-9930-19a318c88b8c
2232.028310838905,SP965133866,2011 avenger league,TA503760491,Milan Morningstar_Air_Express athletics,52ab964c-8ddd-4a83-ba9a-75fe5265b3a8
925.0239956361809,SP350248389,2017 avenger league,TA374508044,Bolívar Cosmic_Air athletics,7fc15987-2465-40bc-937b-56231237867a
1802.4622440090125,SP350248389,2017 avenger league,TA711961282,Maradi AirBridgeCargo_Airlines athletics,365bb5a3-2bb3-4f25-8eb7-7e001c6a377b
1075.4223800094592,SP350248389,2017 avenger league,TA413735321,Panama_City Express_Air fc,9a505939-0812-4b47-a4b4-a541d43587cf
1230.672244792866,SP350248389,2017 avenger league,TA948279077,Biên_Hòa Medallion_Air fc,d3178f33-42a4-4c11-8c85-9925ea2cbe08
1411.0470115495173,SP350248389,2017 avenger league,TA787129183,Tacloban Busy_Bee fc,1d59a9a9-5ccc-4e37-8f48-3c7453b17adb
1581.1514103290601,SP350248389,2017 avenger league,TA635239853,Berlin Thai_AirAsia athletics,53b1d7a6-3d85-48f9-b5e4-5925549c60ae
2366.2626899597144,SP350248389,2017 avenger league,TA995570029,Davao_City SkyEurope athletics,b2d6cd9c-4b03-4cc0-bc12-6985fa568c9b
717.8416140487006,SP350248389,2017 avenger league,TA374560312,Khost Swiftair,0a9dd3ea-152b-4bcb-a8a5-a6714355d882
1897.155932053452,SP350248389,2017 avenger league,TA968925124,Thanjavur Hemus_Air athletics,2c408cce-c357-4d6f-82de-d4b73f7074cf
1209.0387538198988,SP350248389,2017 avenger league,TA123656353,Machida Airlines_of_Tasmania,3c00cdab-6259-459f-9eda-2dcb639e7589
1201.1765563074002,SP350248389,2017 avenger league,TA719819744,Karditsa HD_Air_Ltd athletics,6ee33ecb-5b6a-429b-9a26-0e19e7c59228
1680.663477351133,SP350248389,2017 avenger league,TA738917702,Bobruysk Island_Air_Service,6981998a-5b29-4326-a645-36e70314fff1
1506.3836700176048,SP350248389,2017 avenger league,TA476673413,Lima Mount_Cook_Airline,75570d47-e4b9-4969-8a5e-ed287cef72f1
959.289254048594,SP350248389,2017 avenger league,TA355277357,Vientiane Household Run athletics,33a6e701-1ac0-441c-bcc4-6819c565f76b
2124.417410316227,SP350248389,2017 avenger league,TA152432320,Louga Bmibaby fc,a4d57e63-3afb-4cba-a7c7-1ee6904c6e50
1195.4586790473631,SP350248389,2017 avenger league,TA363334212,Bazhong Air_Glaciers athletics,f34ee3a0-1897-4fae-9f54-3e537450326d
631.3869907680013,SP350248389,2017 avenger league,TA948032256,Arlit Mint_Airways fc,f74fb6f4-5ca1-4a17-975d-0efc3f6e78f0
1964.579331124068,SP350248389,2017 avenger league,TA120420542,Habra Cargo_Express,4e9499db-748b-4972-b2c0-8b147021a00f
332.1323318446205,SP350248389,2017 avenger league,TA301808588,Peshawar Astrakhan_Airlines fc,dc021e16-5f92-4cfa-aa9c-46b4138d754d
1435.547433446066,SP350248389,2017 avenger league,TA157061104,Anshun Air_Bee,573a4bc9-67c5-4c44-8236-c4d192c55167
2431.072700872424,SP350248389,2017 avenger league,TA314596575,Rewari Meteor Industry athletics,fc409757-996c-475e-a061-676545483d40
464.4091557872414,SP350248389,2017 avenger league,TA278851388,Lubumbashi Great_Wall_Airlines fc,2464a0cf-20a2-4306-a77a-df74b91af791
2331.708130443353,SP350248389,2017 avenger league,TA104061699,Diamantina Grand_China_Air athletics,ad888d37-daf4-4ea9-91e3-bd15aaaa80ed
1796.9944588543942,SP350248389,2017 avenger league,TA601733961,Incheon Finnair athletics,f15894f5-ea47-4460-9992-4234a5f1461d
2212.308694348194,SP350248389,2017 avenger league,TA608328197,Baiyin Air_Class_Líneas_Aéreas,2c11bad1-3bd2-4a3d-8feb-865481eea7f1
1542.6913828353165,SP350248389,2017 avenger league,TA947366531,Haidian_District Identity Clothes fc,fd7b34e0-4154-4970-9ff5-9af580f6a281
2220.2550241651024,SP350248389,2017 avenger league,TA176189140,Dire_Dawa Tampa_Cargo fc,73f5c053-2ccf-48ed-b71c-e5579ed4ae8b
2040.1879406814012,SP350248389,2017 avenger league,TA724257934,North_Wales Landmark Catering fc,6ea3d66f-c0d3-4416-bfaf-eecabfc70780
1222.7052463472437,SP350248389,2017 avenger league,TA440855807,Kerala Continental_Airways athletics,278284ea-74f6-40ab-bd41-83fbd27ba48e
1758.5107833312104,SP350248389,2017 avenger league,TA479089744,Dera_Ismail_Khan Trigana_Air_Service fc,aa2fb0c4-8f98-4b84-b38a-1a64d9b6b625
1311.3052978452806,SP350248389,2017 avenger league,TA793664475,Babol Petro_Air,3105d9da-4001-4a0d-b41b-653e8a833a68
2454.9926105880418,SP350248389,2017 avenger league,TA626050987,Monze Karthago_Airlines fc,c411c710-113f-4e31-9467-aa96543ca8f3
1855.5979839045553,SP684603974,2011 Sea rover cup,TA310503855,Long_Xuyen Industry Here,c16c9483-eeda-40f2-a29a-d4bde4950675
703.4998112314602,SP684603974,2011 Sea rover cup,TA948279077,Biên_Hòa Medallion_Air fc,c4c5dda2-e23c-455d-b6dc-c6bdc3468aa3
1137.450609377137,SP684603974,2011 Sea rover cup,TA924651032,Kota Adam_Air athletics,199eef7d-2155-4c2d-9ae6-ebd78f4cf8b2
1835.1129235755932,SP684603974,2011 Sea rover cup,TA787129183,Tacloban Busy_Bee fc,8733aa79-e0bb-4128-8732-9365297b1006
1129.897410254303,SP684603974,2011 Sea rover cup,TA606169897,Kalibo InnerCircle Catering fc,85d81d75-9645-4cba-b190-9cf3094911ca
2047.549595200059,SP684603974,2011 Sea rover cup,TA995570029,Davao_City SkyEurope athletics,67b9836d-4489-4b53-bbae-237887f46221
1437.1542848744782,SP684603974,2011 Sea rover cup,TA591317453,Assam TAROM athletics,8ae69921-b8c2-4086-a7ec-e6aef0044de3
1029.660077523833,SP684603974,2011 Sea rover cup,TA930029115,Thanh_Hóa Riau_Airlines athletics,d1b3e058-d0f5-45bb-b3b8-545f72a7f490
947.2606435469521,SP684603974,2011 Sea rover cup,TA190355921,Baranovichi Sport Eclipse,29fd137f-cbdc-4f0e-96fe-e158976f5bb8
951.0116565774342,SP684603974,2011 Sea rover cup,TA968925124,Thanjavur Hemus_Air athletics,39f17cf4-9ba8-4ebc-89d9-7ccb45c87aec
1169.2746432541662,SP684603974,2011 Sea rover cup,TA550463014,Tehran Air_Panama athletics,72350814-d4e8-4025-b4bb-aa9fd502b286
1819.0967082688474,SP684603974,2011 Sea rover cup,TA738917702,Bobruysk Island_Air_Service,7716f9f6-9fcd-44b4-a27f-50d0b45eabb3
825.884607766488,SP684603974,2011 Sea rover cup,TA719819744,Karditsa HD_Air_Ltd athletics,e070afdb-04d2-4144-a881-3f169b1bfac8
764.0625457311285,SP684603974,2011 Sea rover cup,TA706702981,Chikusa-ku Culebra_Air_Services athletics,9c437965-8288-4c24-80cc-49c3d52738c3
2323.8673943093404,SP684603974,2011 Sea rover cup,TA194382414,Luanshya China_Northwest_Airlines,04d68f3a-24e5-459c-b8e2-81185c22f265
2359.8258487471953,SP684603974,2011 Sea rover cup,TA363334212,Bazhong Air_Glaciers athletics,359d226e-0c6e-402a-b26e-be73c946c1da
1906.0505984633874,SP684603974,2011 Sea rover cup,TA948032256,Arlit Mint_Airways fc,83192005-d40f-4bb1-92be-1df517d83e89
1564.8172083084985,SP684603974,2011 Sea rover cup,TA769697970,Jorhat Peninsula Media,565f5625-7c66-44ab-a0b2-95a2915aacb7
510.39003247976206,SP684603974,2011 Sea rover cup,TA299032350,Unguja Industry Booth fc,d8740b86-a96a-48e6-b56a-fd5fb2dabe22
2462.47719473982,SP684603974,2011 Sea rover cup,TA126196670,Brașov Euro-Asia_Air athletics,f4783e0b-6bf8-4d58-bcb0-1cd36e5273d7
520.7639019625244,SP684603974,2011 Sea rover cup,TA744428836,Karditsa Jordan_Aviation fc,674085d3-ef26-4141-9790-71255de53176
1183.4776942590952,SP684603974,2011 Sea rover cup,TA539859588,Fes Northern_Thunderbird_Air fc,857756d4-33c2-4352-b695-0d18590812ae
