end_date,sportsman_id,start_date,team_id,team_name,uuid
"",SM300992047,1209807662812,TA886026090,Anning Amber_Air,c847e63a-c5aa-4ca4-b098-f679348fcb46
"",SM474813722,1211622062813,TA886026090,Anning Amber_Air,f8310eda-c87b-4077-b2af-b079d814fbab
"",SM131850129,1209634862813,TA886026090,Anning Amber_Air,0b8a16bf-9eb8-43b2-88e1-a49d3a7bf9b4
1261042862813,SM768887078,1229506862813,TA753870439,Thanh_Hóa Smooth Media fc,f54f5109-0ca2-4ab6-83a8-f395f3b58223
1292578862813,SM768887078,1261042862813,TA642495557,Gaoyou Jet_Konnect athletics,79114a45-b4b3-41e0-a594-5969678ccb2a
1355737262813,SM768887078,1292578862813,TA892036085,Ajmer Arkia_Israel_Airlines athletics,70d9b4e9-164f-4f73-b295-13f9bfa84a54
"",SM768887078,1355737262813,TA886026090,Anning Amber_Air,b34ad9c1-c80c-4b84-832e-5ed7f50224f6
"",SM153485033,1223286062813,TA886026090,Anning Amber_Air,96b67249-2554-4410-9a5c-8754904e56c9
"",SM154923768,1210066862813,TA886026090,Anning Amber_Air,cef27c0b-cc9d-4b33-878f-d0c929dce3ec
"",SM389756673,1217238062813,TA886026090,Anning Amber_Air,c62bb5d9-4a0e-43d9-a50e-fcd5a267b0c8
1253871662813,SM294555647,1222335662813,TA434991744,Livingstone KLM,222a9006-8e95-45f6-a4df-af3ea6f72465
1285407662813,SM294555647,1253871662813,TA434991744,Livingstone KLM,3c1313b1-d1f8-4c01-813c-973963bda9fe
1348566062813,SM294555647,1285407662813,TA157061104,Anshun Air_Bee,c5e1d6dd-2005-45ab-a913-f4bb4afbd45e
"",SM294555647,1348566062813,TA886026090,Anning Amber_Air,5ad5da58-7504-46d7-b456-06f7a11f895c
1284457262814,SM206359832,1221385262814,TA744428836,Karditsa Jordan_Aviation fc,41cd0c80-ee0f-44fb-93fa-275b39c663bc
1315993262814,SM206359832,1284457262814,TA766903461,Phoenix Korongo,27ea52bd-3dcb-4475-888a-c7aba8fd83da
1347615662814,SM206359832,1315993262814,TA123656353,Machida Airlines_of_Tasmania,c353b4bf-b52c-44d4-b3c1-af9c9b08e9e5
"",SM206359832,1347615662814,TA886026090,Anning Amber_Air,3485a99f-1df1-43c5-83be-db48f84de1bb
"",SM397726711,1232530862814,TA886026090,Anning Amber_Air,d449ab01-1176-48fa-ac94-fc528acf3cac
1263634862814,SM344900800,1232098862814,TA474842697,Gaocheng Cretan_Airlines athletics,2d6f39a4-365d-4bd0-b71b-bef7da77616b
1326706862814,SM344900800,1263634862814,TA176189140,Dire_Dawa Tampa_Cargo fc,5a00f15d-b96d-4a9c-8044-e71db16e80df
1389865262814,SM344900800,1326706862814,TA379486547,Vologda Ural_Airlines athletics,0d26885d-3804-4429-8eb9-03565fae2f63
"",SM344900800,1389865262814,TA886026090,Anning Amber_Air,cc309ade-9403-4ee4-98ba-e922929b30a8
1254562862814,SM913889028,1223026862814,TA867797114,Insein_Township Deccan_Aviation fc,0555a61c-9b24-4254-a7d4-353136192042
1286098862814,SM913889028,1254562862814,TA321680893,České_Budějovice SATENA,89b51a62-cb3b-4e5e-be6d-1d06b2f08f05
1349257262814,SM913889028,1286098862814,TA278851388,Lubumbashi Great_Wall_Airlines fc,d11515f6-39da-41bc-8d1e-dfdac888bf79
"",SM913889028,1349257262814,TA886026090,Anning Amber_Air,3219a4e3-ffef-4edc-a8aa-6828eb31f71b
1247132462814,SM118473181,1215596462814,TA158105062,Bankura Boston-Maine_Airways,9de06097-9a29-4896-a664-7987ac5b815e
"",SM118473181,1247132462814,TA886026090,Anning Amber_Air,9ae41585-33b2-44f3-949f-0c1b0c6a61c1
1281778862814,SM687860620,1218706862814,TA126196670,Brașov Euro-Asia_Air athletics,b5d3240f-0c0e-4f57-9de4-e4cef98c218e
"",SM687860620,1281778862814,TA886026090,Anning Amber_Air,6b0d286f-9684-4644-9856-50aa2cf80e1e
"",SM325440477,1224322862814,TA886026090,Anning Amber_Air,fa963771-34c9-4798-9398-77cb299a7da3
1235209262814,SM935622941,1203586862814,TA539859588,Fes Northern_Thunderbird_Air fc,77afb3cc-22b7-4088-a6f6-9690f3cbd120
"",SM935622941,1235209262814,TA886026090,Anning Amber_Air,c0c2b352-0f18-4b74-9592-35e41f8a3daf
1278150062814,SM212461688,1215078062814,TA419272167,Debre_Marqos Proton Run,cda7dd15-506d-4032-89dc-a16e58a1aa49
1341308462814,SM212461688,1278150062814,TA314596575,Rewari Meteor Industry athletics,70e354e6-0b52-4c2a-bd28-d581e55196dd
1404380462814,SM212461688,1341308462814,TA642495557,Gaoyou Jet_Konnect athletics,6b32ddbf-db2e-4dd0-95d8-15a96130c07c
"",SM212461688,1404380462814,TA886026090,Anning Amber_Air,3db058bd-9025-411a-bf8d-f3001ac012cd
1264066862814,SM458494930,1232530862814,TA776136838,Chibi Catering Home fc,1a3b2a17-5c06-4b05-a48c-417bf52269da
"",SM458494930,1264066862814,TA886026090,Anning Amber_Air,1c35aca2-9d6e-4964-86cd-34a1d8a129fc
1262598062814,SM264225459,1231062062814,TA635239853,Berlin Thai_AirAsia athletics,0bf9db8b-2dee-45d9-9156-b5932cf85529
1294134062814,SM264225459,1262598062814,TA374560312,Khost Swiftair,b001732e-d98c-4b7a-a68b-8fec271e0487
"",SM264225459,1294134062814,TA886026090,Anning Amber_Air,8be2c54c-2c88-428c-9791-8478b28300fd
"",SM408122171,1203414062814,TA886026090,Anning Amber_Air,7d852ee9-ebdd-4d1b-8e25-8b29be80fb3d
"",SM180892043,1210844462814,TA886026090,Anning Amber_Air,77372132-97f6-4abe-bce9-f273b01a037a
"",SM629792315,1216287662814,TA886026090,Anning Amber_Air,d6b65b64-514f-40ab-9cd5-ea83e7a3b726
"",SM355716384,1214559662814,TA886026090,Anning Amber_Air,afb6b139-9309-43b9-97eb-526eafcaa8d1
1259660462814,SM107978387,1228124462814,TA924651032,Kota Adam_Air athletics,0b777149-6218-4728-a29c-c6d8b14e8b95
1322732462814,SM107978387,1259660462814,TA608328197,Baiyin Air_Class_Líneas_Aéreas,5e4adc72-c9d1-407b-b618-f93df9defc38
"",SM107978387,1322732462814,TA886026090,Anning Amber_Air,f52bbf5b-188a-4388-a14c-b6f30512150d
"",SM472224662,1226914862814,TA886026090,Anning Amber_Air,c7d6ba86-8356-4a78-b6a9-a83bdd1ce530
"",SM467054194,1205228462814,TA886026090,Anning Amber_Air,14ee4cc8-3487-4788-99b8-21a5f70dba4e
"",SM396207979,1220262062814,TA886026090,Anning Amber_Air,d508e706-ba5c-4576-80e1-39e4225cb553
1240306862814,SM320603051,1208770862814,TA157061104,Anshun Air_Bee,365b18d5-97d3-401e-b0ab-d83196486a2f
1303378862814,SM320603051,1240306862814,TA355277357,Vientiane Household Run athletics,03d41c17-a0ca-4eeb-9eb1-042a14062bdb
1335001262814,SM320603051,1303378862814,TA787129183,Tacloban Busy_Bee fc,84cf96a9-6b8a-44e1-b1d6-4369247ef320
"",SM320603051,1335001262814,TA886026090,Anning Amber_Air,13413d96-47a5-43d9-84ea-2f7ada925345
1283506862814,SM289966554,1220434862814,TA904994027,Pray_Veng Xiamen_Airlines,ab8b08e3-1879-455a-ac3f-70a9ac630bad
"",SM289966554,1283506862814,TA886026090,Anning Amber_Air,09112c7a-7e2b-4a2f-a842-d00f286349f5
"",SM378485317,1227346862817,TA629718188,Beiliu Technology Always fc,472622cd-550b-4e4e-86a7-5612bb638aac
1294652462817,SM940412127,1231580462817,TA154367993,Paris Kalitta_Air fc,9c547dfc-6518-43da-947d-865908c08d11
"",SM940412127,1294652462817,TA629718188,Beiliu Technology Always fc,36ecadb8-ed56-4d2e-ad7e-c17a872b4949
1264326062817,SM193075030,1232790062817,TA104061699,Diamantina Grand_China_Air athletics,cb07621d-0588-4b5b-b467-8d3509b8f366
1295862062817,SM193075030,1264326062817,TA194382414,Luanshya China_Northwest_Airlines,91c92bbc-6e87-4901-852f-54c73ca37b6d
"",SM193075030,1295862062817,TA629718188,Beiliu Technology Always fc,b9b4c2f8-2200-4ce1-b69a-6eb2b03876df
"",SM669145560,1208770862817,TA629718188,Beiliu Technology Always fc,b3cd28b8-7904-4e24-b820-59ec64e13b99
1260092462817,SM705454198,1228556462817,TA379486547,Vologda Ural_Airlines athletics,f714a77d-756d-4179-af44-8b8fea83a690
"",SM705454198,1260092462817,TA629718188,Beiliu Technology Always fc,b0c7576b-1cb2-411f-bca9-e2e813333a48
"",SM994495567,1218793262817,TA629718188,Beiliu Technology Always fc,84e90094-b5c5-49bc-9e61-60b34d7d57ad
1244626862817,SM223388675,1213090862817,TA152432320,Louga Bmibaby fc,5cd1262a-3352-428d-b85b-56a375e3f3ed
"",SM223388675,1244626862817,TA629718188,Beiliu Technology Always fc,de899b2d-ebc1-4d29-a2e9-45f63e051e98
1273570862817,SM375354506,1210498862817,TA715898558,Legazpi Transaero_Airlines,3ef93467-ce1d-4c20-9555-0baea5fe82c3
1305106862817,SM375354506,1273570862817,TA131456888,Songkhla Nok_Air fc,182e1bf2-a012-4ac5-af84-79017ba9ddb4
1336729262817,SM375354506,1305106862817,TA128277945,Vallabh_Vidhyanagar Industry Profits,7752d28a-af1f-4b96-b8f9-15cd304aa9bc
"",SM375354506,1336729262817,TA629718188,Beiliu Technology Always fc,5868d133-81fe-4398-8db5-3105c58e8894
1290678062818,SM958816301,1227606062818,TA635239853,Berlin Thai_AirAsia athletics,5869d07d-f9df-4060-91e2-176a0e0fdc9c
"",SM958816301,1290678062818,TA629718188,Beiliu Technology Always fc,5eea31c1-aed3-4929-a2c6-9abbf992e6fa
"",SM510789686,1202463662818,TA629718188,Beiliu Technology Always fc,7c4f6cee-e7a6-49d1-bfd1-a5ecd67e3d5a
1234604462818,SM412438808,1202982062818,TA904994027,Pray_Veng Xiamen_Airlines,5acf2768-3837-46cd-9cd0-a3205d9a98b4
1297676462818,SM412438808,1234604462818,TA315543346,Orissa Civair athletics,f633e31c-a79b-4a25-8e8c-321db883ab77
"",SM412438808,1297676462818,TA629718188,Beiliu Technology Always fc,8318b8c5-7df5-4030-9d4a-57dbcad584fb
1275817262818,SM768931513,1212745262818,TA190355921,Baranovichi Sport Eclipse,ff7bd246-56a1-43b7-9653-3a77ee392b6a
"",SM768931513,1275817262818,TA629718188,Beiliu Technology Always fc,ad02b7de-b81f-4658-94ce-e94dd34163d5
1286012462818,SM539846039,1222940462818,TA626050987,Monze Karthago_Airlines fc,d503271d-2e49-4b7e-8abb-71acc0216b8b
"",SM539846039,1286012462818,TA629718188,Beiliu Technology Always fc,9fda09ce-bfec-4e23-9f13-a59270894b80
"",SM888111715,1221903662818,TA629718188,Beiliu Technology Always fc,93dba96d-0eb6-4a35-b5fc-1394b12dadc9
"",SM705792308,1230025262818,TA629718188,Beiliu Technology Always fc,083dd523-052d-488b-8473-1bd7bb42013c
1236678062818,SM406491161,1205142062818,TA301808588,Peshawar Astrakhan_Airlines fc,51ffbf2b-2574-4198-bf51-fb11729a355c
"",SM406491161,1236678062818,TA629718188,Beiliu Technology Always fc,f16dacc4-334e-42ab-9eb8-340f95422491
"",SM634743830,1227001262818,TA629718188,Beiliu Technology Always fc,7059a51a-0cb1-4685-8ba0-e36e4dc650ee
"",SM398127656,1231062062818,TA629718188,Beiliu Technology Always fc,7bb6b240-75f5-493d-98ef-2ecf567a86e7
1268473262818,SM316265849,1205401262818,TA310503855,Long_Xuyen Industry Here,8ef5a028-e987-418b-8c11-7928fdfa4cb7
1331631662818,SM316265849,1268473262818,TA531233521,Mexico_City Blue1 athletics,2403424c-d971-4611-a5ed-8df4d1f396e5
"",SM316265849,1331631662818,TA629718188,Beiliu Technology Always fc,a4da499e-eb57-4d5a-a261-11e53d2d263b
"",SM265531162,1230284462818,TA629718188,Beiliu Technology Always fc,9b64b3f1-dbed-4bd1-a27f-b6020d69bd0f
"",SM576116169,1218879662818,TA629718188,Beiliu Technology Always fc,d3d3710e-e2fa-4265-aba1-afbdc89ece2a
"",SM381740374,1218879662818,TA629718188,Beiliu Technology Always fc,35781178-1733-43e4-91ff-8cfa2dd6eede
1268300462818,SM318690618,1205228462818,TA379486547,Vologda Ural_Airlines athletics,91ecc602-f235-4048-b467-33a92da1b484
"",SM318690618,1268300462818,TA629718188,Beiliu Technology Always fc,230569cf-61c1-47a1-90d5-28e30ca12d1e
